timestamp,queue_mean,queue_max,queue_min,queue_total,time_relative
2025-12-09 20:32:34.225000+00:00,0.0,0,0,0,1.6666666666666667e-05
2025-12-09 20:33:34.253000+00:00,0.0,0,0,0,1.0004833333333334
2025-12-09 20:34:34.284000+00:00,0.0,0,0,0,2.001
2025-12-09 20:35:34.312000+00:00,0.0,0,0,0,3.0014666666666665
2025-12-09 20:36:34.342000+00:00,0.0,0,0,0,4.001966666666666
2025-12-09 20:37:34.373000+00:00,0.0,0,0,0,5.002483333333333
2025-12-09 20:38:34.405000+00:00,394.0,394,394,394,6.0030166666666664
2025-12-09 20:39:34.430000+00:00,522.0,522,522,522,7.003433333333334
2025-12-09 20:40:34.473000+00:00,1015.0,1015,1015,1015,8.004150000000001
2025-12-09 20:41:34.498000+00:00,624.0,931,317,1248,9.004566666666667
2025-12-09 20:42:34.544000+00:00,370.5,418,323,741,10.005333333333335
2025-12-09 20:43:34.577000+00:00,326.0,419,233,652,11.005883333333333
2025-12-09 20:44:34.610000+00:00,161.33333333333334,269,0,484,12.006433333333332
2025-12-09 20:45:34.638000+00:00,0.0,0,0,0,13.0069
2025-12-09 20:46:34.673000+00:00,0.0,0,0,0,14.007483333333333
2025-12-09 20:47:34.708000+00:00,0.0,0,0,0,15.008066666666668
2025-12-09 20:48:34.745000+00:00,0.0,0,0,0,16.008683333333334
2025-12-09 20:49:34.778000+00:00,0.0,0,0,0,17.009233333333334
2025-12-09 20:50:34.810000+00:00,0.0,0,0,0,18.009766666666668
2025-12-09 20:51:34.837000+00:00,0.0,0,0,0,19.01021666666667
2025-12-09 20:52:34.872000+00:00,0.0,0,0,0,20.0108
2025-12-09 20:53:34.898000+00:00,0.0,0,0,0,21.011233333333333
2025-12-09 20:54:34.927000+00:00,0.0,0,0,0,22.011716666666665
2025-12-09 20:55:34.956000+00:00,0.0,0,0,0,23.0122
2025-12-09 20:56:34.984000+00:00,0.0,0,0,0,24.012666666666668
2025-12-09 20:57:35.015000+00:00,0.0,0,0,0,25.013183333333334
2025-12-09 20:58:35.045000+00:00,0.0,0,0,0,26.013683333333333
