timestamp,observed_replicas,observed_ttft,observed_itl
2025-12-03 21:21:48.264000+00:00,2,0.0,0.0
2025-12-03 21:23:48.399000+00:00,1,0.0,0.0
2025-12-03 21:24:48.422000+00:00,1,0.0,0.0
2025-12-03 21:25:48.445000+00:00,1,0.0,0.0
2025-12-03 21:26:48.472000+00:00,1,23.39,9.75
2025-12-03 21:27:48.496000+00:00,1,21.56,10.86
2025-12-03 21:28:48.531000+00:00,5,23.13,11.48
2025-12-03 21:29:48.556000+00:00,5,39.08,21.83
2025-12-03 21:30:48.593000+00:00,10,19.02,9.58
2025-12-03 21:31:48.628000+00:00,3,19.77,10.74
2025-12-03 21:32:48.662000+00:00,10,21.2,11.34
2025-12-03 21:33:48.687000+00:00,10,17.05,9.43
2025-12-03 21:34:48.741000+00:00,3,19.83,10.13
2025-12-03 21:35:48.785000+00:00,4,19.61,9.46
2025-12-03 21:36:48.819000+00:00,2,0.0,0.0
2025-12-03 21:37:48.843000+00:00,1,0.0,0.0
